Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-11-21 00:00:00-05:00,265.70137680880595,273.0744516711978,265.4216397990326,271.2361755371094,59030800,0.0,0.0
2025-11-24 00:00:00-05:00,270.64675212306133,276.7410558404627,270.64675212306133,275.6620788574219,65585800,0.0,0.0
2025-11-25 00:00:00-05:00,275.012667049666,280.1179060838009,274.9926967216935,276.7110900878906,46914200,0.0,0.0
2025-11-26 00:00:00-05:00,276.70108254872224,279.26868736786383,276.3714044558947,277.29052734375,33431400,0.0,0.0
2025-11-28 00:00:00-05:00,277.0008150112318,278.73917862681736,275.73198274965245,278.5893249511719,20135600,0.0,0.0
2025-12-01 00:00:00-05:00,277.75011957449965,283.1550658399818,275.88187257202503,282.8353576660156,46587700,0.0,0.0
2025-12-02 00:00:00-05:00,282.7354345985028,287.1313151163589,282.36578537497866,285.9224548339844,53669500,0.0,0.0
2025-12-03 00:00:00-05:00,285.9324708384744,288.35019153510143,283.0351573834178,283.8843688964844,43538700,0.0,0.0
2025-12-04 00:00:00-05:00,283.83440686502166,284.46382276925783,278.32954829392816,280.4375915527344,43989100,0.0,0.0
2025-12-05 00:00:00-05:00,280.27774306596746,280.8771882481053,277.79005013345267,278.5193786621094,47265800,0.0,0.0
2025-12-08 00:00:00-05:00,277.86998437615557,279.4085531850005,275.8918244790692,277.6302185058594,38211800,0.0,0.0
2025-12-09 00:00:00-05:00,277.8999627322321,279.7682096639769,276.6611317163261,276.9208679199219,32193300,0.0,0.0
2025-12-10 00:00:00-05:00,277.490342786908,279.48847306800184,276.1815698919154,278.5193786621094,33038300,0.0,0.0
2025-12-11 00:00:00-05:00,278.83908758708685,279.3286197507982,273.5540244422053,277.77008056640625,33248000,0.0,0.0
2025-12-12 00:00:00-05:00,277.64021728323,278.9589906850317,276.5612402656973,278.0198669433594,39532900,0.0,0.0
2025-12-15 00:00:00-05:00,279.8880911943856,279.8880911943856,272.5849275039148,273.8537292480469,50409100,0.0,0.0
2025-12-16 00:00:00-05:00,272.5649667835892,275.2424541197232,271.53593087885605,274.353271484375,37648600,0.0,0.0
2025-12-17 00:00:00-05:00,274.75292651919426,275.90184538512057,271.38608172110213,271.58587646484375,50138700,0.0,0.0
2025-12-18 00:00:00-05:00,273.35420232069225,273.374203136776,266.7004552212896,271.935546875,51630700,0.0,0.0
2025-12-19 00:00:00-05:00,271.8955859651445,274.34330788170604,269.64768928264715,273.4141845703125,144632000,0.0,0.0
2025-12-22 00:00:00-05:00,272.6048920133635,273.62395794129594,270.25711338978425,270.7166748046875,36571800,0.0,0.0
2025-12-23 00:00:00-05:00,270.5868091030317,272.2452609569047,269.30800689497966,272.1053771972656,29642000,0.0,0.0
2025-12-24 00:00:00-05:00,272.085389177814,275.17249671786806,271.9455359163183,273.55401611328125,17910600,0.0,0.0
2025-12-26 00:00:00-05:00,273.9037084592662,275.1125687682936,272.6049054553,273.1444091796875,21521800,0.0,0.0
2025-12-29 00:00:00-05:00,272.4350823114352,274.10350406329195,272.0954038139857,273.50408935546875,23715200,0.0,0.0
2025-12-30 00:00:00-05:00,272.5549704076282,273.82377221524894,272.02546707967076,272.82470703125,22139600,0.0,0.0
2025-12-31 00:00:00-05:00,272.80472532736104,273.42414083736213,271.49595243002375,271.6058349609375,27293600,0.0,0.0
2026-01-02 00:00:00-05:00,272.0054842546519,277.58025431004916,268.7485221479618,270.75665283203125,37838100,0.0,0.0
2026-01-05 00:00:00-05:00,270.38700744645297,271.25618925068443,265.89121426121545,267.0101623535156,45647200,0.0,0.0
2026-01-06 00:00:00-05:00,266.7503924619391,267.2998660934885,261.8749496989937,262.1147155761719,52352100,0.0,0.0
2026-01-07 00:00:00-05:00,262.95395138764474,263.4334831315393,259.56710600115036,260.08660888671875,48309800,0.0,0.0
2026-01-08 00:00:00-05:00,256.7797203952787,259.0476178563403,255.46096229095477,258.7978515625,50419300,0.0,0.0
2026-01-09 00:00:00-05:00,258.8377955175017,259.9667440583015,255.98048371428257,259.1275329589844,39997000,0.0,0.0
2026-01-12 00:00:00-05:00,258.9177364764393,261.05572011368304,256.5599267903311,260.0067138671875,45263800,0.0,0.0
2026-01-13 00:00:00-05:00,258.4781303943212,261.56523797230057,258.148452318208,260.8059387207031,45730800,0.0,0.0
2026-01-14 00:00:00-05:00,259.247418118488,261.57525710051715,256.4700180914029,259.71697998046875,40019400,0.0,0.0
2026-01-15 00:00:00-05:00,260.40631875644857,260.7959687899761,256.8096782083212,257.9685974121094,39388600,0.0,0.0
2026-01-16 00:00:00-05:00,257.6589020182799,258.6579671912775,254.69167723491495,255.29112243652344,72142800,0.0,0.0
2026-01-20 00:00:00-05:00,252.49373739571587,254.55180921698133,243.19244305608962,246.46937561035156,80267500,0.0,0.0
2026-01-21 00:00:00-05:00,248.46750904444812,251.3248360900433,244.9507953165175,247.41848754882812,54641700,0.0,0.0
2026-01-22 00:00:00-05:00,248.96703988447874,250.76536025794266,247.9180183962477,248.1178436279297,39708300,0.0,0.0
2026-01-23 00:00:00-05:00,247.08880782235642,249.17685039145397,244.45126111041233,247.80812072753906,41689000,0.0,0.0
2026-01-26 00:00:00-05:00,251.24490015634893,256.32015295784896,249.5664780183616,255.17123413085938,55969200,0.0,0.0
2026-01-27 00:00:00-05:00,258.92771692213245,261.70511669708895,257.96859246831417,258.0285339355469,49648300,0.0,0.0
2026-01-28 00:00:00-05:00,257.409147241713,258.61800761819165,254.27208306792676,256.2002868652344,41288000,0.0,0.0
2026-01-29 00:00:00-05:00,257.75880668092503,259.4072580677027,254.17216647920577,258.0385437011719,67253000,0.0,0.0
2026-01-30 00:00:00-05:00,254.93144331105526,261.6551472598355,251.94423313215475,259.2374267578125,92443400,0.0,0.0
2026-02-02 00:00:00-05:00,259.7869174093499,270.2371306501278,258.9676766447768,269.7575988769531,73913400,0.0,0.0
2026-02-03 00:00:00-05:00,268.9483513556569,271.6258386480508,267.3598109321867,269.22808837890625,64394700,0.0,0.0
2026-02-04 00:00:00-05:00,272.03545112075,278.68922850453845,272.03545112075,276.23150634765625,90545700,0.0,0.0
2026-02-05 00:00:00-05:00,277.86999494352693,279.2387093202658,272.97458180817284,275.6520690917969,52977400,0.0,0.0
2026-02-06 00:00:00-05:00,276.8609202349588,280.6473855638201,276.67109542368036,277.8599853515625,50453400,0.0,0.0
2026-02-09 00:00:00-05:00,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400,0.26,0.0
2026-02-10 00:00:00-05:00,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900,0.0,0.0
2026-02-11 00:00:00-05:00,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300,0.0,0.0
2026-02-12 00:00:00-05:00,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200,0.0,0.0
2026-02-13 00:00:00-05:00,262.010009765625,262.2300109863281,255.4499969482422,255.77999877929688,56290700,0.0,0.0
2026-02-17 00:00:00-05:00,258.04998779296875,266.2900085449219,255.5399932861328,263.8800048828125,58469100,0.0,0.0
